userid,text
1345454165837885442,"#1jp #ukraine Saint Seiya ,the lost Canvas #pintoawards #ilharecord #ukraine group Sony #f1jp #f1jp Shinzo Abe family gembaku dome  #ukraine #f1jp #ukraine Shinzo Abe family gembaku dome #pintoawards #ilharecord #f1jp #ukraine  family  Shinzo Abe have Lexus #pintoawards #ilharecord #ukraine  #f1jp family Shinzo Abe  have tv Sony #pintoawards #ilharecord #f1jp #ukraine family Hiroito  have Lexus #pintoawards #ilharecord #ukraine  #f1jp family Hiroito  have tv Sony #pintoawards #ilharecord #f1jp #ukraine  tv NHK have tv Sony #ilharecord  #pintoawards #f1jp #ukraine   Yakuza Samurai Ninja have   Lexus and TV Sony  #pintoawards  #ilharecord #f1jp #ukraine family Shinzo abe   have Lexus and tv Sony  #ilharecord #pintoawards #ukraine  #f1jp  family  Fukushima   Tsunami  have Lexus and Sony #pintoawards #ilharecord #ukraine #f1jp tv NHK have Leuxs and Sony #pintoawards #ilharecord #ukraine  #f1jp Fumio Kishida have Lexus and Sony #pintoawards #ilharecord #ukraine #f1jp family Gembaku Dome have Lexus and Sony #pintoawards #ilharecord #ukraine #f1jp family Fukushima  Tsunami  have Lexus and Sony #pintoawards #ilharecord #ukraine #f1jp tv NHK J pop Sony music #pintoawards #ilharecord #ukraine #f1jp tv  NHK tv Sony  Sony pictures Sony X Peria #pintoawards #ilharecord #f1jp #ukraine family Shinzo Abe like Lexus and Sony #ilharecord #pintoawards #ukraine #f1jp family Shinzo Abe friend  Akio Toyoda  #pintoawards #ilharecord #ukraine #f1jp Shinzo abe drove Lexus #pintoawards #ilharecord #f1jp #ukraine  Shinzo Abe    he ate Temaki #pintoawards #ilharecord #ukraine  #f1jp Shinzo Abe put on  shoes Mizuno #pintoawards #ilharecord #f1jp #ukraine Shinzo Abe wore Uniqlo #pintoawards #ilharecord #ukraine #f1jp Shinzo Abe have  Izumo Kaga  destroyer carrier  #pintoawards #ilharecord #ukraine #f1jp Shinzo Abe did  olympic games Tokyo  2020 #pintoawards #ilharecord #ukraine  #f1jp Shinzo Abe  he wanted to do  world cup soccer in Japan 2022 #pintoawards #ilharecord #ukraine  #f1jp Shinzo Abe  liked  Tsunoda Honda F1  #pintoawards #ilharecord #ukraine #f1jp Shinzo Abe visited   niseis in Brazil Amazonia  #pintoawards #ilharecord #f1jp #ukraine Shinzo Abe  drank Yakult #pintoawards #ilharecord #ukraine  #f1jp Shinzo Abe liked  anime Pokemon #pintoawards #ilharecord #ukraine #f1jp Shinzo Abe he was buddhist seicho no ie #pintoawards #ilharecord #ukraine #f1jp Shinzo abe he was shopping Rakuten Daiso  #pintoawards #ilharecord #f1jp #ukraine Shinzo Abe played  PS 5 Sony #pintoawards #ilharecord #f1jp #ukraine Shinzo Abe  was a father Tsunoda F1 , thank you #pintoawards #ilharecord #ukraine #f1jp Shinzo Abe   visited Matsuri Londrina #pintoawards #ilharecord #f1jp #ukraine Shinzo Abe  he  would see Tsunoda  Suzuka GP Japan F1  #pintoawards #ilharecord #f1jp #ukraine family Shinzo Abe like anime,manga , Tokusatsu and cosplay #pintoawards #ilharecord #f1jp  #ukraine Shinzo Abe visited  Bolsonaro in Brazil #pintoawards #ilharecord #ukraine  #f1jp Bolsonaro and Shinzo Abe they were friends #pintoawards #ilharecord #ukraine  #f1jp Lula PT BR   dont liked  Shinzo Abe #pintoawards #ilharecord #f1jp #ukraine Shinzo Abe  there were  friends Barack Obama  #pintoawards #ilharecord #f1jp #ukraine Shinzo Abe  liked  Bolsonaro #pintoawards #ilharecord #ukraine #f1jp Shinzo Abe  visited   Bolsonaro  in Brazil friends  #pintoawards #ilharecord #f1jp #ukraine family Shinzo Abe  dont like    communist  Lula PT BR  #pintoawards #ilharecord #ukraine #f1jp family  Shinzo abe  friend Bolsonaro and Luis Nishimori and Kim Kataguiri  #pintoawards #ilharecord #f1jp #ukraine family  Shinzo Abe friend  Barack Obama #pintoawards #ilharecord #ukraine  #f1jp Boris Jhonson   dont liked   Shinzo Abe #pintoawards #ilharecord #f1jp #ukraine Shinzo Abe visited  Afrikan #pintoawards #ilharecord #f1jp  #ukraine Shinzo Abe visited  indigenous in Amazonia #pintoawards #ilharecord #ukraine  #f1jp  Shinzo abe  liked  Bolsonaro and Barack Obama friends   #pintoawards #ilharecord #f1jp  #ukraine  Bolsonaro and Barack Obama   liked Shinzo Abe  #pintoawards #ilharecord #ukraine  #f1jp Shinzo Abe   liked   Toyota and Sony , oh my  Jesus #pintoawards #ilharecord #ukraine #f1jp Shinzo Abe loved made in Japan  #pintoawards #ilharecord #f1jp #ukraine Shinzo Abe dont like  base military   US in Japan #pintoawards #ilharecord #f1jp #ukraine  Shinzo Abe maked   Izumo Kaga destroyes carrier  #pintoawards #ilharecord"
1352161442594746371,Indian NSA asked #Russia to limit it's relation with #China.
1354780065293328386,"#Taliban offers #Russia raisins &amp; OPIUM in exchange for oil. Barrel to barrel.
So it’s zooming past the USSR back into feudalism.
2022."
1355601600346251265,"The United States will give the #Czech Republic eight Bell military helicopters for free, the U.S. embassy in Prague said, in what the Czech defence minister said was recognition of the NATO country's aid to #Ukraine  https://t.co/gJgXfrtsFV"
1360647301342060545,"@Acyn That’s because #republican voters don’t donate to the @GOP, #Russia does."
1362880877798318083,"We could not prevent the war crime in Olenivka, so let's at least not allow it to happen again🙏
#RussiaIsATerroristState
#Olenivka
#RussianWarCrimesInUkraine"
1367994010481070080,"Here our #PFLPlayoffs final face offs before the meet tomorrow don't miss it 

#pflmma #fightnight #war #fights #sport #mma https://t.co/HSzWJmazB1 #BKFCLondon Final face off before they meet tomorrow Don't miss it

#bkfc #bkboxing #fights #fightnight #war #sport #nogloves https://t.co/ZNCfYAsx2z"
1373535257648103427,"Help Azov. 
29.07.22 never again. 
#Ukraine️ #Azov #russiaisateroriststate @SenFeinstein @SenatorReid @SenatorDurbin @market_a @CNN @BBCBreaking https://t.co/Aa6YMeFaIp Australian🇦🇺 journalist and Ukrainian soldiers👋🏼.
#Ukraine #Australia #russiaisateroriststate https://t.co/f81Tiw47SE Ukrainian marines the background of a captured russian BTR-82A.
#Ukraine #war https://t.co/LuujVRiWTB When checking in to the hotel, the client was asked for the address.  «Kharkiv, Northern Saltivka, there is no house»
#Kharkiv #russiaisateroriststate @CNN @BBC @SenateDems https://t.co/xIkCU8kwOR"
1378515398333767682,"#Biden &amp; #Congress reject the will of Americans, the majority of which oppose WW III. #SpeakOutAgainstWW3 #CutThePentagon #NoVotes4Warmongers @WhiteHouse @IllinoisDems"
1378996255406354432,"#US preparing additional $800m in military aid for #Ukraine
 https://t.co/KVfoWYJWyh 
#A24 #A24newsagency"
1383884925942657031,@DrTedros @WHO @UN Is it in #Ukraine? Because you told us 'color of skin' jeopardized the humanitarian aid. How on earth you can be their colleague while fully engaged in your personal political mission of the #TPLFTerroristGroup? How long you can bamboozle the UN community ?
1386995158680363008,"Oh Wow! This time @ZelenskyyUa should invite @PlayboyTVLA for a photo-session. 🤦‍♀️

#Ukraine was thrown into a war by a harebrained propped up joker #Zelenskyy  and a #SleepyJoe https://t.co/ST39bqwmCh Remember that party video of #FinlandPM #SannaMarin ?

@ZelenskyyUa is having a similar party ever since #Russia was forced to attack #Ukraine. And he is aiming to be a 'good dictator' while Ukrainians lose everything in this mindless war. 

#SleepyJoe is ably assisting him. https://t.co/EUBIngltRE You know what's common between #Zelenskyy and #SannaMarin ?

Both are close to folks from 'entertainment' industry. That should tell you the company they keep.

Congratulations #Finland, you seem to have elected a female Zelenskyy🤦‍♀️"
1387816268195979267,"Russian censor #Roskomnadzor says it will take ""punitive measures"" against IT companies including TikTok, Telegram, Zoom, Discord and Pinterest because these companies will not agree to be censored! 🤣#Russia https://t.co/Vluwelqwtj"
1388874130561409026,"The miraculous courage of the Ukrainian people and their military against all the odds appears to be taking Russia into deadlock. Check♟️
#Ukraine"
1401370533334245378,"@rainer_shea @UkrainianML that bear is saying, ""what took you so long?"" #ArmUkraineNow #NAFOhelp"
1418627572217360384,#Russian #Ruble jumps to 3-week high against #USdollar https://t.co/iCVvw1EJcX https://t.co/8amC0a2uHR
1421444035642855424,"#UkraineRussiaWar 
like I said, they don't hide it..

pic. 3 is NATO :) https://t.co/KVy8GKMpcH https://t.co/bf4IYzTlaC #UkraineRussiaWar 
yes, yes, yes, you are absolutely right.  I saw how the Ukronazis filmed fakes for a Western audience.  fake fights are your style. https://t.co/1Aazuf2puC"
1426170255106265092,"⚡️ The #USA is going to provide about $800 million in additional security aid for #Ukraine © @Reuters https://t.co/bgJQB4b1Xk ❌ #FSB tried to install “bugs” on the sidelines of the Ukrainian Council (Verkhovna Rada), according to @ServiceSsu.

They exposed the fact the #russian special services recruited a former employee of the security division of the Apparatus of the Verkhovna Rada. https://t.co/j2xI8wMoxb 🇦🇺🇺🇦Australian 7news channel showed kamikaze drones from Australian company DefendTex being tested in Poland before being deployed to Ukraine.
Huge thanks to the people of Australia for their unyielding support.
#StandWithUkraine https://t.co/V8MfLm4Aw8 🤬russia continues its indiscriminate attacks on residential areas of Kramatorsk, targeting apartment blocks, schools and kindergartens. Thankfully, no one was hurt in today's morning attack on the city.
#RussiaIsATerroristState https://t.co/bkYiQLxo8v 🩸The aftermath of today's russian missile attack on #Kharkive residential areas. A 52-year-old woman was killed, 1 person was wounded, two buildings were destroyed. russia must be held responsible for its terrorist attacks against Ukrainian civilians.
#RussiaIsATerroristState https://t.co/iVpKriWFOH 🔥Another russian ammunition depot is on fire in the occupied Ivanivske in the #Luhansk region.
The epidemic of ""accidental"" fires on russian military installations showcases the effectiveness of Ukrainian HIMARS and the quality of the #UAresistance recon work. https://t.co/6NMsgqsPzs ⚡️Germany will supply Ukraine with 225 high-precision 155mm VULCANO shells for Panzerhaubitze 2000.
#StandWithUkraine https://t.co/91Xo40Fa0c"
1437746448221802500,"#BreakingNews

 A #Russian soldier steps on an anti-personnel mine....blast got captured in camera...

#Ukraine 
#UkraineRussiaWar 
#Russia https://t.co/UyVB5tizm8 #BreakingNews 
2 #Russian MiG 31 jets are suspected of violating #Finnish airspace near the coastal city of #Porvoo on the #Gulf of #Finland.

""The suspected violation happened at 06:40 GMT on Thursday and the jets were westbound"" the defence ministry’s commun. chief Kristian... https://t.co/yJZrAQ3D9p #BreakingNews 

 #USA is about to send $800 million additional security aid for #Ukraine and announcement will come as soon as possible.

Reuters reported yesterday #BreakingNews

 Reportedly #Russia intercepts 2 rocket, fired from #Ukraine, near Belbek airfield. https://t.co/mkm4Gt0JbV #BreakingNews 
◾A weapon used recently against the Zap nuclear power plant in #UkraineRussiaWar. 
◾Looks like it's a product of a #US company Eaglepicher Technology.

▪️EaglePicher is the No. 1 #USA battery manufacturer of thermal battery systems... https://t.co/OLtaTH4jXJ #BREAKING 

UN chief warns #Russia against cutting nuclear plant from #Ukrainian grid. #BreakingNews 
#Russia has unveiled its most advanced stealth submarine ""Arcturus"".

It can carry 12 Nuclear Missiles &amp; Drones. https://t.co/K75iLF5EvK #BREAKING 
3 #Russian fighter jets took off from Belarus roughly half hour ago, strikes expected on on #Ukrainian eastern or northern sides. https://t.co/RTM9Cgu5GK #BREAKING

#US announces new $775 million arms package for #Ukraine. https://t.co/VagHRcz9LM #BreakingNews 
#US may send its NASAMS air defense systems, within 2-3 months, to #Ukraine.

It's range varies between 30-50km (depends upon the version). https://t.co/u2PRoxUCZN"
1438500066298253317,"Leaked #russiaisateroriststate Footage 

#UkraineRussiaWar 
https://t.co/0zj8ILg5ij"
1446510835027697666,"Nuclear plant damage amounts to suicide: UN Secretary-General

#power #ukraine #russia #zelensky https://t.co/x7P3QgEynF"
1446681359095795713,Women these be lookin like this and be like I’m a 10/10 @MrSterence #PinkVenomOutTODAY #LISA #Janmashtami #ExtraordinaryAttorneyWoo #Ukraine #cryptocurrency https://t.co/sX3k2AjaLk
1448901781262589952,"If #Russia triggers the nuke at Zaporozhye, NATO will have to intervene. Nuclear threat will not  be there anymore...

#russiaisateroriststate #Russian #RussiaUkraineWar"
1474851664473559041,"#WuffingaNewa
🏠 Stockport based B4Box trains apprentices for all jobs required for green retrofits, slashing costs.
🧬 @CRISPRTX's new gene based therapy cures sickle cell in trials.
✈️ Russia's Black Sea Fleet report 50% of its aircraft lost. Not how #Putin planned it. Shame."
1475520016111992834,"This is an atrocity in the making, the world needs to tighten the screw further on #PutinWarCrimes   https://t.co/qr8bSDGFJO"
1479713332911570949,"#Russian suspected of laundering #crypto proceeds from #ransomware attacks on hospitals extradited to the U.S.
https://t.co/YW6F6YinAm"
1481922520991531008,"$SPY trying to hold the bottom of this descending channel, If we break underneath I think we attempted the gap-fill  $400 area 

https://t.co/VGjQNc0QKr

 $SNAP $SNDL #Metaverse  $EDR $LCID #MsMarvel  $FTK $DBT #StandWithUkraine https://t.co/lvzqcBAB6K"
1487117034756448260,"Blast’s in Krim. 
If I was Putin....
#Russia"
1489952019003674624,"#Zaporizhzhia NPP is the biggest nuclear power-plant in Europe. #Russians are terrorizing and blackmailing not only #Ukraine, but the whole world.
#russiaIsATerroristState https://t.co/BFxZ6OzS70"
1491136348241244169,"If something looks like a terrorist state, acts like a terrorist state, then maybe it is a terrorist state. #RussiaIsATerroristState https://t.co/dzuWhQInJ1"
1492213658436481024,Isn't it lovely how RU is in large font while Ukraine is in a small one? That's how the world perceived us. But I know an even better one: an album published in France with pictures of 365 beautiful places from all over the world. Without a single photo from Ukraine #Ukraine️ https://t.co/icWMSkOCFL
1492214597285466116,"It's applaudable how Ukraine has defended itself against the 2nd strongest militaries in the world all this time and still standing strong. Sad how rest of the world has just forgotten about it already or should I say ""khabar thandi pad gyi hai""
#ukrainewar #WorldHumanitarianDay"
1496859992116375557,"#Russian liberating troops attack in #Barvenkovsky direction since morning - report Nazi #ArmedForcesofUkraine https://t.co/W4G2PzD654 Collapse of Nazi #ArmedForcesofUkraine in #Donbass
#denazification
#demilitarization https://t.co/n2dCTie2ZR @ValerioDiPietr2 Nazi #Ukraine supporters hate truth #ZelenskyWarCriminal 
#denazification
#demilitarization"
1497169784210923530,"The city of Orikhiv takes over the shelling of the Russian occupiers every day and does not allow them to enter Zaporizhzhia! The Hero City!
#RussianWarCrimesInUkraine #RussiaIsATerroristState #Ukraine https://t.co/XOOD8yqnDy"
1497193035028963365,"6/All @OpenWay partners around the world have something to think about because financing terrorism and war crimes does not usually end well for anyone. Neither for the accomplices nor for their partners &amp; clients.

#BoycottRussia
#StandWithUkraine
#RussiaIsATerroristState"
1497306528935821317,"What Ashtray Doing?
#StandWithUkriane #UkraineWar #StopRussia https://t.co/W6HyeFNCmL"
1499420098293116935,"@DaliborRohac We should not behave liberal with #russiaisateroriststate! #visabanforrussians @sternenko Catch the monkey, @POTUS! #russiaisateroriststate #visabanforrussians"
1499727533666967554,"#Germany, just a reminder: #russiaisateroriststate https://t.co/c49QYQKgdu"
1499838143973195776,"@maria_drutska Needed a great laugh.... thanks
#RussiaIsATerroristState @apmassaro3 You, me and 100 million others
😎🇺🇦❤
#RussiaIsATerroristState"
1500138634779017221,"@KyivIndependent Made the mistake of donating to the Red Cross earlier in the war, got a whole bunch of televangelist-level spam in the mail. Nice to know so much of the donations go to this bull$hit marketing.
#StandWithUkraine directly https://t.co/3wmujgnrhB"
1500233266967756805,"#repost @ukraine 
Russians be like: 

#standwithukraine #armukrainenow https://t.co/jKonGuwSWm I
The grave of a kid who was killed by Russians. 

Stepan Shpak was killed by a Russian mine when he was sleeping in his bed. Stepan was 2 years old. 

More than 340 kids were killed by Russians since the beginning of a full-scale invasion. 

#supportukraine #standwithukraine https://t.co/YUL0HdJ2Mc Those are only official data and confirmed cases. We still don’t know about lots of killings. 

Next time when you try to humanize Russians, remember that 80% of civilian Russians support this war. 

All Russians are guilty. 

Photo: @lauraboushnak 

 #armukrainenow

2/2 https://t.co/eucXYcYRmP"
1500915403941363716,"Russia has turned the largest nuclear power plant in Europe into a military training ground, putting the whole world on the brink of a global catastrophe #StopRussia @YlvaJohansson @JanezLenarcic
@AdinaValean @McGuinnessEU @JuttaUrpilainen @KadriSimson https://t.co/7Zlm7QPd66"
1504432503389577216,📣❗️400 Russians liquidated   69 vehicles and fuel tanks❗️ #Ukraine #UkraineRussiaWar #UkrainianArmy #Russia #russiaisateroriststate #Russians #RussianUkraineWar https://t.co/bHUPrh9DHA 📣Shout out to Estonia for being true✊ #Ukra #Ukraine️ #UkraineRussianWar #Russia #russiaisateroriststate #RussianWarCrimes https://t.co/O7Yt3yT9Hn 📍Russian military vehicles. Go over to @oryxspioenkop to see how many have been cooked. Ukraine️ #UkraineWar #UkraineRussianWar #Russia #RussianArmy #russiaisateroriststate https://t.co/yZ6XneYQCu Russia's Gazprom to shut gas pipeline to Europe for 3 days #Ukraine #Germany #Russia #UkraineWar  https://t.co/oY2A9HFdUx
1505463312036864001,@nexta_tv Less of this #Russian sabaki will survive sooner the #PutinWarCriminal would finish... @Lorelei_0502 @bert_gilfoyle @walter_report @HIMARStime Yes that's correct... why #Russian should know what armour has UA
1505540030365896707,"@MartinRast Yeah, the orcs are afraid and the orcs know they've lost. Ukraine won. #SlavaUkraini @Ukraine_Twi Orcs knows they've lost. #Putin lost.💙💛

￼ @LXSummer1 Soon there're only smoke of Moscow. Fire,Fire and Fire again. 😂😂😂#SlavaUkraina #Ukraina win. #RussiaIsATerroristState 
💙💛🇺🇦 https://t.co/yPCF6EYnlx"
1507161045093265416,"#Finland is deep in our hearts 💙💛🇫🇮
Every Ukrainian wants to pay a visit to the land of thousand lakes and know in person this extraordinary people.
Kiitos paljon!

#SlavaUkraïni #Ukraine https://t.co/zSkpbU6N8g Thank you, friend.
All oil is welcome, winter is already on the sight. 
This will be the winter of our victory and our freedom.
💙💛🌻💪
#SlavaUkraïni #Ukraine https://t.co/kUn6Z9Q1KH https://t.co/Uprj8MbtsJ It took me 30 posts to finally write an article in honor of this real life hero we have as our president.
💛💙🌻 

#SlavaUkraini #Ukraine #Zelenskyy 

The president of the world 🇺🇦 https://t.co/FeUFYEwJhM The article came to be a little long, but a historical personality like him would deserve even more.
Please share, retweet, spread it out in the wind.🌻

#SlavaUkraini #Ukraine #Zelenskyy 

https://t.co/FeUFYEwJhM A young man, president of a nation that never was part of the world's mainstream, making his debut as a politician, father of two children, was suddenly elevated to one of the most important personalities of the world.🌻
#SlavaUkraini #Ukraine #Zelenskyy 

https://t.co/FeUFYEwJhM https://t.co/IbtHSz3g93 His rationality was such that he understood the war was not only against Ukraine, but against civilization and all the basic standards it provides to the people: democracy, free speech, freedom, rule of law and so on.🌻

#SlavaUkraini #Ukraine #Zelenskyy 

https://t.co/FeUFYEwJhM https://t.co/AuqRx9unnZ Three years passed since he sworn in as the 6th President of Ukraine. One can say he looks tired and lived 10 years. Since March, however, he certainly lived the equivalent of several lives in terms of experience.🌻

#SlavaUkraini #Ukraine #Zelenskyy 

https://t.co/cUscixe3GC https://t.co/CFaZ2P4b6j It's 1:21 AM of Saturday in Lviv #Ukraine. Situation in Ukraine always brings sadness, but I'm happy to finally share an article in honor of our president. I hope you enjoy!
And I wish a wonderful night for everyone, my friends💙💛
#SlavaUkraini 

https://t.co/FeUFYEwJhM https://t.co/t5ExCUfc2O"
1507719893264875526,The Russian shareholders didn’t invest in Snaigė's Alytus refrigerator plant but used Snaigė's money to cover their debts after the annexation of Crimea and the following sanctions. Now Snaigė's story is yet another lesson for those companies that keep doing business with #Russia
1508881641523097605,"@A__Alimov Stopping terrorist countries and preventing genocide is in the interest of every decent human being.

#RussiaIsATerroristState https://t.co/OigLC6boVy"
1510949298606952455,"To everyone who has a 🇺🇦flag in their bio…this is who billions of $$$ in OUR tax payers money is going to support. 
#UkraineRussiaWar https://t.co/fcUxIxMXhM"
1518752766906273795,"@OlenaHalushka russia threaten the world with nuclear war, uses the biggest nuclear power plant for nuclear terrorism. Creates world hunger. Uses terror on civilian population.
#RussiaIsATerroristState
#ArmUkraineNow
#ATACMSForUkraine
@Bundeskanzler @OlafScholz @EmmanuelMacron @POTUS @JoeBiden @vonderleyen @EU_Commission If you think all of that than you should push @EmmanuelMacron, @OlafScholz @Bundeskanzler and others to ban 🇷🇺 tourists and incite Europe to give more help to 🇺🇦.
#banrussiantourists
#BanrussianVisas
#visabanforrussians
#ArmUkraineNow #ATACMSForUkraine 
#RussiaIsATerroristState"
1519343749289201665,"""The Spanish El Pais writes that black foreigners and Roma who want to leave Ukraine for EU countries face manifestations of racism."" Here in Ukraine dont like only #russian terorist!
#RussiaIsATerrorristState paid Ana Isabel Martinez ? Who believe in this? https://t.co/mxqWq94pvb #UkraineRussiaWar Ukrainian people buy space weapon:
https://t.co/qYSTYRImec https://t.co/8lmbjt7dlS"
1520520797038784512,"@timand2037 Today, Estonia decided on the next defence aid package to #Ukraine. Estonia will send Ukraine additional lethal aid, bringing total of 🇪🇪-&gt;🇺🇦 aid to 250mln eur. 🇪🇪 looks forward to supporting the 🇬🇧 initiative to expand the training of members of the 🇺🇦 forces. #StandWithUkraine"
1526156099702882305,"‼️Share with all your friends in Russia‼️ 

The total estimated losses of the Russian army for today. 

#StopPutin #StopRussia https://t.co/NMzYmCcprb"
1526999261195276288,"@AJEnglish US starts or extends every war on this planet. Someone needs to stop the #UkraineRussiaWar https://t.co/GxnzJWhXit ‘Crazy things are happening’: life in occupied #Ukrainian nuclear city. https://t.co/iThqOTbwak We fled #Afghanistan in chaos after another US #war loss, shock and terror. A year later we have a new home and hope | Zahra Joya  https://t.co/ABKKt11mhJ https://t.co/3ZVCsqONUf"
1529147570454511616,"Reminder: #Ukraine celebrates #Nazi collaborator, bans book critical of pogroms leader

State agencies have declared January 1 a commemoration day for WWII nationalist Stepan Bandera https://t.co/8bNm8xEtDb @philippvetter @welt War #Propaganda About #Ukraine Starting to Wear Thin

Chay Bowes
August 13, 2022 
https://t.co/HDCmy2Asj8"
1530979869609410560,"@DI_Ukraine This will be a disrespectful dishonor for the #Azovstal defenders who are being severely mistreated as POWs of war. These men&amp; women are national hereos . WTF is Zelenski doing for their negotiated release, he negotiated their surrender ???? NFG...🙏 AZOV regiment POWs, 💪🇺🇦💯. @DI_Ukraine Also the world needs to band together and scream #Azov non- stop ! There must be something Putin will accept to let them return home or else they all probably would be gone already. Pres. Zelenski has to figure out what Putin's mind is thinking. 💪🇺🇦💯. 👎🇷🇺🐽 🇺🇲💛🇺🇦"
1531798347954147329,"This manhwa is awesome! I can't get enough of it!
 
#russian #animelovers #newcomicbookday

https://t.co/fqrLwvOgUt https://t.co/5wyYEv3tkE"
1533113942008020992,"@ZelenskyyUa 💥🤔So, you want us to believe #Russia would shell the only #NPP it controls? Out of all the NPPs in 404, they will shell themselves?It is clear to us all, it's #Ukraine forces attempting to shell. You realise your claims make ZERO sense to a sound mind? You have all gone MAD!🤬"
1533514759626268672,"Couple other descriptions to add if I may: stupid, self-centered #nato worshipping c.nts https://t.co/LITqMT7rs5 I think most companies did not leave #Russia at their own will but at pressure from their governments. Most of them will want to be back but will #Russia take them back?🤔 https://t.co/Y4jSyC6vOd Good old wise #China https://t.co/TpvHGSCJfr It will be difficult for Western companies that have left  #Russia to return, because according to the laws of the market, their niches are occupied by competitors,  deputy head of the Russia Ministry of Industry and Trade Evtukhov The protection system of the Zaporizhzhya nuclear power plant has been strengthened due to a possible attempt by the #Ukrainian army to strike at the facility, Vladimir Rogov, a member of  military-civil administration of the region. No comments required! We all know what Ukraine regime is capable of
To prevent panic and intimidate the army #Ukraine nationalist formation ""Kraken"" demonstratively shot 100 Ukrainian soldiers from the defeated 58th motorized infantry brigade, Russian Ministry of Defense said. Permanent Representative of #Russia to the IAEA, Mikhail Ulyanov, believes that the atomic agency will not support the creation of a demilitarized zone around the Zaporizhzhya nuclear power plant, this is not within the framework of its mandate."
1536365395740921857,"Peace, please ! #ukraine 🇺🇦 stop ... #UkraineRussiaWar 💔 Every day Ukraine loses its faithful Sons! 🇺🇦 #StandWithUkraine"
1538573651750137856,"Can we cancel Tetris?! It was literally made in the USSR  which is russia which is invading ukraine which is bad!!!! What will do aside from ""cancel"" this shit!!1 #tetris #Russian #russiaisateroriststate #justice"
1539346785197490176,"EPIC TROLL!... Ukrainian Music to Annoy Putin https://t.co/ayjaVJXjKq via @YouTube 

#ukrainewar #UkraineRussianWar #warinukraine PHOTOBOMBED!...Wagner HQ OBLITERATED by Ukrainians After Careless Pictur... https://t.co/lrHKy0nAb3 via @YouTube 

#ukrainewar #UkraineRussianWar #warinukraine CRIMEA EXPLOSION... Russia Blames [INSERT EXCUSE] For Mysterious Blast https://t.co/PV7brXP381 via @YouTube 

#ukrainewar #UkraineRussianWar #warinukraine DON'T TAKE THE CHOPPER!... Russian Helicopter Losses Mount || Ukraine War https://t.co/7vEeJNT48f via @YouTube 

#ukrainewar #UkraineRussianWar #warinukraine EPIC TROLL!... Ukrainian Music to Annoy Putin || Ukraine War https://t.co/9o6LtEyyjp via @YouTube 

#ukrainewar #UkraineRussianWar #warinukraine UKRAINE WAR 2022 SOUNDTRACK || Ozzy Hates Putin Too https://t.co/PjUmKGXihm via @YouTube 

#ukrainewar #UkraineRussianWar #warinukraine"
1542086079116783616,"The manhua has been feeding us so well
 
#russian #wip #mangatwitter

https://t.co/rnjWneNVtX https://t.co/EJi5w0wING"
1543891542875725825,"➡️ Learn more on our newsroom by copying this link: *Insert Link*

#UkraineIndependanceDay
#StandforFreedom
#StandWithUkraine"
1549709831027695617,"‼️ Occupiers shelled Kramatorsk in Donetsk region.

Two educational institutions were damaged: the Kramatorsk Vocational College of Technology and Design and the Donbas State Machine-Building Academy. 

#russiaisateroriststate https://t.co/qNkSGdeXdt 😡 Russian occupiers fired again at the Black Sea National University in Mykolaiv.

#russiaisateroriststate 

Emergency crews and utility services are working at the site of the enemy attack, the mayor Oleksandr Sienkovych said. https://t.co/6hrodDfRfp On 🇺🇦Independence Day,🇷🇺plan to hold a show""trial""of captive #Azovstal defenders in #Mariupol.Iron cages are being installed on the Philharm Hall stage.According to one of the possible scenarios,they may launch a point-blank rocket attack on the premises #russiaisaterroriststate https://t.co/xtkc3tAuCT"
1550830218880884736,@Olly2088 @paadzzzy1980 We need to start a #war with someone on the TL tonight
1551858640742670336,@WarAgainstPutin I'm confused as our media outlined the nazis are in #ukraine. a new picture showing german minister faeser with a nazi-supporter confirmed it as well. not seen any russian troops with nazi emblems... @Andy_Scollick I wonder the #Ukraine still receives russian gas. Why is it allowed for #ukraine to receive gas from russia and not from other european countries? @DerAlteSermon so #Ukraine will stop to receive gas from russia? why not? .... so #Ukraine still supports Putin....
1553062934733111297,"@sternenko Xmmm, @amnesty🤔?
How could we forget?
Bloody rubles close their eyes😡
#russiaisateroriststate
#RussianWarCrimes 
#cancelAmnestyInternational
#AgnesCallamardMustResign"
1553460900727853056,"Everything as usual, just another russian government person shows his true face and then tries to cover it up #RussiaIsATerroristState @UN @EuroParl_EN @eucopresident @coe @antonioguterres @JosepBorrellF @Pontifex @OlafScholz @Bundeskanzler @EmmanuelMacron @EP_President https://t.co/duKOJCloVs"
1554676984080486400,"Thank you Meru County Governor-elect Kawira Mwangaza for choosing to work with Kenya Kwanza to drive Meru and Kenya forward, Karen, Nairobi County @Williamsamoruto #Ukraine #KenyaKwanza https://t.co/LirQ4gJs4E"
1555248931055046657,Intelligence believes that the Russians can launch a pinpoint missile attack on the premises and shift the blame for the committed crime to Ukraine. #russiaisateroriststate #StopRussiaNOW
